ID	Name	Product
GUT_GENOME147598_04169	cusC_2	Cation efflux system protein CusC
GUT_GENOME147598_04170	NA	hypothetical protein
GUT_GENOME147598_04171	dtpT	Di-/tripeptide transporter
GUT_GENOME147598_04172	arsC	Arsenate reductase
GUT_GENOME147598_04173	arsB	Arsenical pump membrane protein
GUT_GENOME147598_04174	NA	hypothetical protein
GUT_GENOME147598_04175	NA	hypothetical protein
GUT_GENOME147598_04176	NA	hypothetical protein
GUT_GENOME147598_04177	pgrR_9	HTH-type transcriptional regulator PgrR
GUT_GENOME147598_04178	NA	hypothetical protein
GUT_GENOME147598_04179	kefF_2	Glutathione-regulated potassium-efflux system ancillary protein KefF
GUT_GENOME147598_04180	iolS_5	Aldo-keto reductase IolS
GUT_GENOME147598_04181	NA	hypothetical protein
GUT_GENOME147598_04182	nodD2_2	Nodulation protein D 2
GUT_GENOME147598_04183	ribZ_2	Riboflavin transporter RibZ
GUT_GENOME147598_04184	NA	tRNA-Gly(ccc)
GUT_GENOME147598_04185	nlpD_2	Murein hydrolase activator NlpD
GUT_GENOME147598_04186	idi	Isopentenyl-diphosphate Delta-isomerase
GUT_GENOME147598_04187	lysS	Lysine--tRNA ligase
GUT_GENOME147598_04188	prfB	Peptide chain release factor RF2
GUT_GENOME147598_04189	recJ	Single-stranded-DNA-specific exonuclease RecJ
GUT_GENOME147598_04190	dsbC	Thiol:disulfide interchange protein DsbC
GUT_GENOME147598_04191	xerD_3	Tyrosine recombinase XerD
GUT_GENOME147598_04192	fldB	Flavodoxin 2
GUT_GENOME147598_04193	ygfX	Inner membrane protein YgfX
GUT_GENOME147598_04194	sdhE	FAD assembly factor SdhE
GUT_GENOME147598_04195	ygfZ	tRNA-modifying protein YgfZ
GUT_GENOME147598_04196	NA	hypothetical protein
GUT_GENOME147598_04197	NA	hypothetical protein
GUT_GENOME147598_04198	glvR	HTH-type transcriptional regulator GlvR
GUT_GENOME147598_04199	bglA_3	6-phospho-beta-glucosidase BglA
GUT_GENOME147598_04200	NA	hypothetical protein
GUT_GENOME147598_04201	dsbD_2	Thiol:disulfide interchange protein DsbD
GUT_GENOME147598_04202	NA	hypothetical protein
GUT_GENOME147598_04203	resA	Thiol-disulfide oxidoreductase ResA
GUT_GENOME147598_04204	ygfF	putative oxidoreductase YgfF
GUT_GENOME147598_04205	gcvP	Glycine dehydrogenase (decarboxylating)
GUT_GENOME147598_04206	gcvH	Glycine cleavage system H protein
GUT_GENOME147598_04207	gcvT	Aminomethyltransferase
GUT_GENOME147598_04208	ubiI	2-octaprenylphenol hydroxylase
GUT_GENOME147598_04209	ubiH	2-octaprenyl-6-methoxyphenol hydroxylase
GUT_GENOME147598_04210	pepP	Xaa-Pro aminopeptidase
GUT_GENOME147598_04211	NA	hypothetical protein
GUT_GENOME147598_04212	zapA	Cell division protein ZapA
GUT_GENOME147598_04213	ygfA	5-formyltetrahydrofolate cyclo-ligase
GUT_GENOME147598_04214	serA	D-3-phosphoglycerate dehydrogenase
GUT_GENOME147598_04215	rpiA	Ribose-5-phosphate isomerase A
GUT_GENOME147598_04216	argP_3	HTH-type transcriptional regulator ArgP
GUT_GENOME147598_04217	NA	26 kDa periplasmic immunogenic protein
GUT_GENOME147598_04218	argO	Arginine exporter protein ArgO
GUT_GENOME147598_04219	mscS	Small-conductance mechanosensitive channel
GUT_GENOME147598_04220	fbaA_3	Fructose-bisphosphate aldolase class 2
GUT_GENOME147598_04221	pgk	Phosphoglycerate kinase
GUT_GENOME147598_04222	epd	D-erythrose-4-phosphate dehydrogenase
GUT_GENOME147598_04223	tktA	Transketolase 1
GUT_GENOME147598_04224	loiP	Metalloprotease LoiP
GUT_GENOME147598_04225	oprD	Porin D
GUT_GENOME147598_04226	ilvB_1	Acetolactate synthase isozyme 1 large subunit
GUT_GENOME147598_04227	betB_3	NAD/NADP-dependent betaine aldehyde dehydrogenase
GUT_GENOME147598_04228	nadX	L-aspartate dehydrogenase
GUT_GENOME147598_04229	baiA1	3alpha-hydroxy bile acid-CoA-ester 3-dehydrogenase 1/3
GUT_GENOME147598_04230	menH_4	2-succinyl-6-hydroxy-2%2C4-cyclohexadiene-1-carboxylate synthase
GUT_GENOME147598_04231	NA	hypothetical protein
GUT_GENOME147598_04232	sauU	putative sulfoacetate transporter SauU
GUT_GENOME147598_04233	cmtAa	p-cumate 2%2C3-dioxygenase system%2C ferredoxin--NAD(+) reductase component
GUT_GENOME147598_04234	NA	hypothetical protein
GUT_GENOME147598_04235	pcaR_4	Pca regulon regulatory protein
GUT_GENOME147598_04236	pldh-t	Pyridoxal 4-dehydrogenase
GUT_GENOME147598_04237	NA	hypothetical protein
GUT_GENOME147598_04238	NA	hypothetical protein
GUT_GENOME147598_04239	ndoA	Naphthalene 1%2C2-dioxygenase system%2C ferredoxin component
GUT_GENOME147598_04240	lgoT_3	putative L-galactonate transporter
GUT_GENOME147598_04241	speB	Agmatinase
GUT_GENOME147598_04242	speA	Biosynthetic arginine decarboxylase
GUT_GENOME147598_04243	metK	S-adenosylmethionine synthase
GUT_GENOME147598_04244	galP	Galactose-proton symporter
GUT_GENOME147598_04245	sprT	Protein SprT
GUT_GENOME147598_04246	endA	Endonuclease-1
GUT_GENOME147598_04247	rsmE	Ribosomal RNA small subunit methyltransferase E
GUT_GENOME147598_04248	gshB	Glutathione synthetase
GUT_GENOME147598_04249	NA	hypothetical protein
GUT_GENOME147598_04250	yqgF	Putative pre-16S rRNA nuclease
GUT_GENOME147598_04251	csgD	CsgBAC operon transcriptional regulatory protein
GUT_GENOME147598_04252	yggR	putative protein YggR
GUT_GENOME147598_04253	yggS	Pyridoxal phosphate homeostasis protein
GUT_GENOME147598_04254	NA	hypothetical protein
GUT_GENOME147598_04255	NA	hypothetical protein
GUT_GENOME147598_04256	rdgB	dITP/XTP pyrophosphatase
GUT_GENOME147598_04257	hemN_2	Oxygen-independent coproporphyrinogen-III oxidase-like protein YqeR
GUT_GENOME147598_04258	NA	hypothetical protein
GUT_GENOME147598_04259	NA	putative protein
GUT_GENOME147598_04260	trmB	tRNA (guanine-N(7)-)-methyltransferase
GUT_GENOME147598_04261	mutY	Adenine DNA glycosylase
GUT_GENOME147598_04262	yggX	putative Fe(2+)-trafficking protein
GUT_GENOME147598_04263	mltC	Membrane-bound lytic murein transglycosylase C
GUT_GENOME147598_04264	nupG	Nucleoside permease NupG
GUT_GENOME147598_04265	speC	Constitutive ornithine decarboxylase
GUT_GENOME147598_04266	ydfK_2	putative membrane protein YdfK
GUT_GENOME147598_04267	NA	tRNA-Phe(gaa)
GUT_GENOME147598_04268	xerC_2	Tyrosine recombinase XerC
GUT_GENOME147598_04269	NA	hypothetical protein
GUT_GENOME147598_04270	traC_1	DNA primase TraC
GUT_GENOME147598_04271	NA	hypothetical protein
GUT_GENOME147598_04272	NA	hypothetical protein
GUT_GENOME147598_04273	klcA_1	Antirestriction protein KlcA
GUT_GENOME147598_04274	NA	hypothetical protein
GUT_GENOME147598_04275	NA	hypothetical protein
GUT_GENOME147598_04276	NA	hypothetical protein
GUT_GENOME147598_04277	NA	hypothetical protein
GUT_GENOME147598_04278	NA	hypothetical protein
GUT_GENOME147598_04279	NA	hypothetical protein
GUT_GENOME147598_04280	NA	hypothetical protein
GUT_GENOME147598_04281	NA	hypothetical protein
GUT_GENOME147598_04282	NA	hypothetical protein
GUT_GENOME147598_04283	NA	hypothetical protein
GUT_GENOME147598_04284	NA	hypothetical protein
GUT_GENOME147598_04285	NA	hypothetical protein
GUT_GENOME147598_04286	NA	hypothetical protein
GUT_GENOME147598_04287	NA	hypothetical protein
GUT_GENOME147598_04288	NA	hypothetical protein
GUT_GENOME147598_04289	NA	hypothetical protein
GUT_GENOME147598_04290	NA	hypothetical protein
GUT_GENOME147598_04291	symE	Toxic protein SymE
GUT_GENOME147598_04292	NA	hypothetical protein
GUT_GENOME147598_04293	NA	hypothetical protein
GUT_GENOME147598_04294	NA	hypothetical protein
GUT_GENOME147598_04295	NA	hypothetical protein
GUT_GENOME147598_04296	NA	hypothetical protein
GUT_GENOME147598_04297	NA	hypothetical protein
GUT_GENOME147598_04298	NA	hypothetical protein
GUT_GENOME147598_04299	NA	hypothetical protein
GUT_GENOME147598_04300	NA	hypothetical protein
GUT_GENOME147598_04301	NA	hypothetical protein
GUT_GENOME147598_04302	NA	hypothetical protein
GUT_GENOME147598_04303	NA	hypothetical protein
GUT_GENOME147598_04304	NA	hypothetical protein
GUT_GENOME147598_04305	NA	hypothetical protein
GUT_GENOME147598_04306	NA	hypothetical protein
GUT_GENOME147598_04307	NA	hypothetical protein
GUT_GENOME147598_04308	NA	hypothetical protein
GUT_GENOME147598_04309	NA	hypothetical protein
GUT_GENOME147598_04310	NA	hypothetical protein
GUT_GENOME147598_04311	NA	hypothetical protein
GUT_GENOME147598_04312	NA	hypothetical protein
GUT_GENOME147598_04313	NA	hypothetical protein
GUT_GENOME147598_04314	NA	hypothetical protein
GUT_GENOME147598_04315	NA	hypothetical protein
GUT_GENOME147598_04316	NA	hypothetical protein
GUT_GENOME147598_04317	NA	hypothetical protein
GUT_GENOME147598_04318	NA	hypothetical protein
GUT_GENOME147598_04319	NA	hypothetical protein
GUT_GENOME147598_04320	NA	hypothetical protein
GUT_GENOME147598_04321	NA	hypothetical protein
GUT_GENOME147598_04322	NA	hypothetical protein
GUT_GENOME147598_04323	NA	hypothetical protein
GUT_GENOME147598_04324	dnaB_4	Replicative DNA helicase
GUT_GENOME147598_04325	NA	hypothetical protein
GUT_GENOME147598_04326	NA	hypothetical protein
GUT_GENOME147598_04327	NA	hypothetical protein
GUT_GENOME147598_04328	NA	hypothetical protein
GUT_GENOME147598_04329	NA	hypothetical protein
GUT_GENOME147598_04330	NA	hypothetical protein
GUT_GENOME147598_04331	cbs	Putative cystathionine beta-synthase
GUT_GENOME147598_04332	metC_1	Cystathionine beta-lyase
GUT_GENOME147598_04333	dmlR_18	HTH-type transcriptional regulator DmlR
GUT_GENOME147598_04334	NA	hypothetical protein
GUT_GENOME147598_04335	NA	hypothetical protein
GUT_GENOME147598_04336	NA	hypothetical protein
GUT_GENOME147598_04337	NA	hypothetical protein
GUT_GENOME147598_04338	lysN_2	2-aminoadipate transaminase
GUT_GENOME147598_04339	gss	Bifunctional glutathionylspermidine synthetase/amidase
GUT_GENOME147598_04340	NA	hypothetical protein
GUT_GENOME147598_04341	yghU	Disulfide-bond oxidoreductase YghU
GUT_GENOME147598_04342	NA	hypothetical protein
GUT_GENOME147598_04343	NA	hypothetical protein
GUT_GENOME147598_04344	NA	hypothetical protein
GUT_GENOME147598_04345	NA	hypothetical protein
GUT_GENOME147598_04346	yicJ_2	Inner membrane symporter YicJ
GUT_GENOME147598_04347	exbD	Biopolymer transport protein ExbD
GUT_GENOME147598_04348	exbB	Biopolymer transport protein ExbB
GUT_GENOME147598_04349	metC_2	Cystathionine beta-lyase MetC
GUT_GENOME147598_04350	yghB	Inner membrane protein YghB
GUT_GENOME147598_04351	rhaS_12	HTH-type transcriptional activator RhaS
GUT_GENOME147598_04352	yqhD	Alcohol dehydrogenase YqhD
GUT_GENOME147598_04353	dkgA	2%2C5-diketo-D-gluconic acid reductase A
GUT_GENOME147598_04354	NA	hypothetical protein
GUT_GENOME147598_04355	NA	hypothetical protein
GUT_GENOME147598_04356	ftsP	Cell division protein FtsP
GUT_GENOME147598_04357	plsC	1-acyl-sn-glycerol-3-phosphate acyltransferase
GUT_GENOME147598_04358	parC	DNA topoisomerase 4 subunit A
GUT_GENOME147598_04359	rhaS_13	HTH-type transcriptional activator RhaS
GUT_GENOME147598_04360	ygiW_2	Protein YgiW
GUT_GENOME147598_04361	qseB	Transcriptional regulatory protein QseB
GUT_GENOME147598_04362	qseC	Sensor protein QseC
GUT_GENOME147598_04363	mdaB	Modulator of drug activity B
GUT_GENOME147598_04364	ygiN	putative quinol monooxygenase YgiN
GUT_GENOME147598_04365	parE	DNA topoisomerase 4 subunit B
GUT_GENOME147598_04366	NA	hypothetical protein
GUT_GENOME147598_04367	cpdA_2	3'%2C5'-cyclic adenosine monophosphate phosphodiesterase CpdA
GUT_GENOME147598_04368	NA	hypothetical protein
GUT_GENOME147598_04369	nudF	ADP-ribose pyrophosphatase
GUT_GENOME147598_04370	tolC	Outer membrane protein TolC
GUT_GENOME147598_04371	NA	hypothetical protein
GUT_GENOME147598_04372	ygiC	Putative acid--amine ligase YgiC
GUT_GENOME147598_04373	ygiD	4%2C5-DOPA dioxygenase extradiol
GUT_GENOME147598_04374	zupT	Zinc transporter ZupT
GUT_GENOME147598_04375	ribB	3%2C4-dihydroxy-2-butanone 4-phosphate synthase
GUT_GENOME147598_04376	yqiC	putative protein YqiC
GUT_GENOME147598_04377	glgS	Surface composition regulator
GUT_GENOME147598_04378	hldE	Bifunctional protein HldE
GUT_GENOME147598_04379	glnE	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
GUT_GENOME147598_04380	ygiF	Inorganic triphosphatase
GUT_GENOME147598_04381	NA	hypothetical protein
GUT_GENOME147598_04382	cca	Multifunctional CCA protein
GUT_GENOME147598_04383	uppP	Undecaprenyl-diphosphatase
GUT_GENOME147598_04384	folB	Dihydroneopterin aldolase
GUT_GENOME147598_04385	plsY	putative glycerol-3-phosphate acyltransferase
GUT_GENOME147598_04386	ureD	Urease accessory protein UreD
GUT_GENOME147598_04387	ureA	Urease subunit gamma
GUT_GENOME147598_04388	ureB	Urease subunit beta
GUT_GENOME147598_04389	ureC	Urease subunit alpha
GUT_GENOME147598_04390	ureE	Urease accessory protein UreE
GUT_GENOME147598_04391	ureF	Urease accessory protein UreF
GUT_GENOME147598_04392	ureG	Urease accessory protein UreG
GUT_GENOME147598_04393	NA	hypothetical protein
GUT_GENOME147598_04394	tsaD	tRNA N6-adenosine threonylcarbamoyltransferase
GUT_GENOME147598_04395	rpsU	30S ribosomal protein S21
GUT_GENOME147598_04396	dnaG	DNA primase
GUT_GENOME147598_04397	rpoD	RNA polymerase sigma factor RpoD
GUT_GENOME147598_04398	mug	G/U mismatch-specific DNA glycosylase
GUT_GENOME147598_04399	NA	tRNA-Met(cat)
GUT_GENOME147598_04400	NA	hypothetical protein
GUT_GENOME147598_04401	hdeB_1	Acid stress chaperone HdeB
GUT_GENOME147598_04402	evgA	DNA-binding transcriptional activator EvgA
GUT_GENOME147598_04403	rcsC_4	Sensor histidine kinase RcsC
GUT_GENOME147598_04404	yfdX	Protein YfdX
GUT_GENOME147598_04405	hdeD	Protein HdeD
GUT_GENOME147598_04406	hdeB_2	Acid stress chaperone HdeB
GUT_GENOME147598_04407	glpF_1	Glycerol uptake facilitator protein
GUT_GENOME147598_04408	ddrA_2	Diol dehydratase-reactivating factor alpha subunit
GUT_GENOME147598_04409	pduE_2	Propanediol dehydratase small subunit
GUT_GENOME147598_04410	pduD_2	Propanediol dehydratase medium subunit
GUT_GENOME147598_04411	dhaB	Glycerol dehydratase large subunit
GUT_GENOME147598_04412	NA	hypothetical protein
GUT_GENOME147598_04413	dhaT	1%2C3-propanediol dehydrogenase
GUT_GENOME147598_04414	NA	hypothetical protein
GUT_GENOME147598_04415	yvqK	Cob(I)yrinic acid a%2Cc-diamide adenosyltransferase
GUT_GENOME147598_04416	dhaR	PTS-dependent dihydroxyacetone kinase operon regulatory protein
GUT_GENOME147598_04417	dhaD	Glycerol dehydrogenase
GUT_GENOME147598_04418	dhaK_1	PEP-dependent dihydroxyacetone kinase%2C dihydroxyacetone-binding subunit DhaK
GUT_GENOME147598_04419	dhaL	PEP-dependent dihydroxyacetone kinase%2C ADP-binding subunit DhaL
GUT_GENOME147598_04420	dhaM	Protein-lysine deacetylase
GUT_GENOME147598_04421	dhaK_2	Dihydroxyacetone kinase
GUT_GENOME147598_04422	yqjH	NADPH-dependent ferric-chelate reductase
GUT_GENOME147598_04423	yqjI	Transcriptional regulator YqjI
GUT_GENOME147598_04424	patA	Putrescine aminotransferase
GUT_GENOME147598_04425	lsrG	(4S)-4-hydroxy-5-phosphonooxypentane-2%2C3-dione isomerase
GUT_GENOME147598_04426	lsrF	3-hydroxy-5-phosphonooxypentane-2%2C4-dione thiolase
GUT_GENOME147598_04427	lsrB_3	Autoinducer 2-binding protein LsrB
GUT_GENOME147598_04428	lsrD_3	Autoinducer 2 import system permease protein LsrD
GUT_GENOME147598_04429	lsrC	Autoinducer 2 import system permease protein LsrC
GUT_GENOME147598_04430	lsrA	Autoinducer 2 import ATP-binding protein LsrA
GUT_GENOME147598_04431	lsrR_2	Transcriptional regulator LsrR
GUT_GENOME147598_04432	lsrK	Autoinducer-2 kinase
GUT_GENOME147598_04433	fadH	2%2C4-dienoyl-CoA reductase
GUT_GENOME147598_04434	rlmG	Ribosomal RNA large subunit methyltransferase G
GUT_GENOME147598_04435	NA	hypothetical protein
GUT_GENOME147598_04436	NA	hypothetical protein
GUT_GENOME147598_04437	ygjP	UTP pyrophosphatase
GUT_GENOME147598_04438	iolU_2	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
GUT_GENOME147598_04439	alx	Putative membrane-bound redox modulator Alx
GUT_GENOME147598_04440	sstT	Serine/threonine transporter SstT
GUT_GENOME147598_04441	ygjV	Inner membrane protein YgjV
GUT_GENOME147598_04442	uxaA	Altronate dehydratase
GUT_GENOME147598_04443	uxaC	Uronate isomerase
GUT_GENOME147598_04444	exuT_3	Hexuronate transporter
GUT_GENOME147598_04445	lldR_2	Putative L-lactate dehydrogenase operon regulatory protein
GUT_GENOME147598_04446	yqjA	Inner membrane protein YqjA
GUT_GENOME147598_04447	mzrA	Modulator protein MzrA
GUT_GENOME147598_04448	yqjC	Protein YqjC
GUT_GENOME147598_04449	yqjD	putative protein YqjD
GUT_GENOME147598_04450	yqjE	Inner membrane protein YqjE
GUT_GENOME147598_04451	NA	hypothetical protein
GUT_GENOME147598_04452	yqjF	Inner membrane protein YqjF
GUT_GENOME147598_04453	yqjG	Glutathionyl-hydroquinone reductase YqjG
GUT_GENOME147598_04454	yhaH	Inner membrane protein YhaH
GUT_GENOME147598_04455	yhaJ_3	HTH-type transcriptional regulator YhaJ
GUT_GENOME147598_04456	yhaK	Pirin-like protein YhaK
GUT_GENOME147598_04457	NA	hypothetical protein
GUT_GENOME147598_04458	NA	hypothetical protein
GUT_GENOME147598_04459	NA	hypothetical protein
GUT_GENOME147598_04460	garK_3	Glycerate 2-kinase
GUT_GENOME147598_04461	garR	2-hydroxy-3-oxopropionate reductase
GUT_GENOME147598_04462	garL	5-keto-4-deoxy-D-glucarate aldolase
GUT_GENOME147598_04463	garP	putative galactarate transporter
GUT_GENOME147598_04464	NA	hypothetical protein
GUT_GENOME147598_04465	garD	Galactarate dehydratase (L-threo-forming)
GUT_GENOME147598_04466	kdgK_1	2-dehydro-3-deoxygluconokinase
GUT_GENOME147598_04467	srlR_4	Glucitol operon repressor
GUT_GENOME147598_04468	gatY	D-tagatose-1%2C6-bisphosphate aldolase subunit GatY
GUT_GENOME147598_04469	lacC_2	Tagatose-6-phosphate kinase
GUT_GENOME147598_04470	fruA_3	PTS system fructose-specific EIIABC component
GUT_GENOME147598_04471	NA	hypothetical protein
GUT_GENOME147598_04472	gatZ	D-tagatose-1%2C6-bisphosphate aldolase subunit GatZ
GUT_GENOME147598_04473	gatA	PTS system galactitol-specific EIIA component
GUT_GENOME147598_04474	gatB	PTS system galactitol-specific EIIB component
GUT_GENOME147598_04475	gatC_2	PTS system galactitol-specific EIIC component
GUT_GENOME147598_04476	gatD	Galactitol 1-phosphate 5-dehydrogenase
GUT_GENOME147598_04477	srlR_5	Glucitol operon repressor
GUT_GENOME147598_04478	NA	hypothetical protein
GUT_GENOME147598_04479	rsmI	Ribosomal RNA small subunit methyltransferase I
GUT_GENOME147598_04480	lpoA	Penicillin-binding protein activator LpoA
GUT_GENOME147598_04481	NA	hypothetical protein
GUT_GENOME147598_04482	diaA	DnaA initiator-associating protein DiaA
GUT_GENOME147598_04483	osmY_2	Osmotically-inducible protein Y
GUT_GENOME147598_04484	NA	hypothetical protein
GUT_GENOME147598_04485	NA	hypothetical protein
GUT_GENOME147598_04486	yhbO	Protein/nucleic acid deglycase 2
GUT_GENOME147598_04487	NA	hypothetical protein
GUT_GENOME147598_04488	NA	hypothetical protein
GUT_GENOME147598_04489	NA	hypothetical protein
GUT_GENOME147598_04490	NA	hypothetical protein
GUT_GENOME147598_04491	yhbU	putative protease YhbU
GUT_GENOME147598_04492	NA	hypothetical protein
GUT_GENOME147598_04493	NA	hypothetical protein
GUT_GENOME147598_04494	mtr	Tryptophan-specific transport protein
GUT_GENOME147598_04495	deaD	ATP-dependent RNA helicase DeaD
GUT_GENOME147598_04496	nlpI	Lipoprotein NlpI
GUT_GENOME147598_04497	pnp	Polyribonucleotide nucleotidyltransferase
GUT_GENOME147598_04498	rpsO	30S ribosomal protein S15
GUT_GENOME147598_04499	truB	tRNA pseudouridine synthase B
GUT_GENOME147598_04500	rbfA	30S ribosome-binding factor
GUT_GENOME147598_04501	infB	Translation initiation factor IF-2
GUT_GENOME147598_04502	nusA	Transcription termination/antitermination protein NusA
GUT_GENOME147598_04503	rimP	Ribosome maturation factor RimP
GUT_GENOME147598_04504	NA	tRNA-Met(cat)
GUT_GENOME147598_04505	argG	Argininosuccinate synthase
GUT_GENOME147598_04506	NA	hypothetical protein
GUT_GENOME147598_04507	NA	hypothetical protein
GUT_GENOME147598_04508	NA	hypothetical protein
GUT_GENOME147598_04509	NA	tRNA-Leu(gag)
GUT_GENOME147598_04510	secG	Protein-export membrane protein SecG
GUT_GENOME147598_04511	glmM	Phosphoglucosamine mutase
GUT_GENOME147598_04512	folP_1	Dihydropteroate synthase
GUT_GENOME147598_04513	ftsH	ATP-dependent zinc metalloprotease FtsH
GUT_GENOME147598_04514	rlmE	Ribosomal RNA large subunit methyltransferase E
GUT_GENOME147598_04515	yhbY	RNA-binding protein YhbY
GUT_GENOME147598_04516	greA	Transcription elongation factor GreA
GUT_GENOME147598_04517	dacB	D-alanyl-D-alanine carboxypeptidase DacB
GUT_GENOME147598_04518	obgE	GTPase ObgE/CgtA
GUT_GENOME147598_04519	yhbE	putative inner membrane transporter YhbE
GUT_GENOME147598_04520	rpmA	50S ribosomal protein L27
GUT_GENOME147598_04521	rplU	50S ribosomal protein L21
GUT_GENOME147598_04522	ispB	Octaprenyl diphosphate synthase
GUT_GENOME147598_04523	NA	hypothetical protein
GUT_GENOME147598_04524	murA	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
GUT_GENOME147598_04525	ibaG	Acid stress protein IbaG
GUT_GENOME147598_04526	mlaB	putative phospholipid ABC transporter-binding protein MlaB
GUT_GENOME147598_04527	mlaC	putative phospholipid-binding protein MlaC
GUT_GENOME147598_04528	mlaD	putative phospholipid ABC transporter-binding protein MlaD
GUT_GENOME147598_04529	mlaE	putative phospholipid ABC transporter permease protein MlaE
GUT_GENOME147598_04530	mlaF	putative phospholipid import ATP-binding protein MlaF
GUT_GENOME147598_04531	yrbG	Inner membrane protein YrbG
GUT_GENOME147598_04532	kdsD	Arabinose 5-phosphate isomerase KdsD
GUT_GENOME147598_04533	kdsC	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
GUT_GENOME147598_04534	lptC	Lipopolysaccharide export system protein LptC
GUT_GENOME147598_04535	lptA	Lipopolysaccharide export system protein LptA
GUT_GENOME147598_04536	lptB_2	Lipopolysaccharide export system ATP-binding protein LptB
GUT_GENOME147598_04537	rpoN	RNA polymerase sigma-54 factor
GUT_GENOME147598_04538	hpf_2	Ribosome hibernation promoting factor
GUT_GENOME147598_04539	ptsN	Nitrogen regulatory protein
GUT_GENOME147598_04540	rapZ	RNase adapter protein RapZ
GUT_GENOME147598_04541	ptsO	Phosphocarrier protein NPr
GUT_GENOME147598_04542	mtgA	Biosynthetic peptidoglycan transglycosylase
GUT_GENOME147598_04543	elbB	Glyoxalase ElbB
GUT_GENOME147598_04544	arcB	Aerobic respiration control sensor protein ArcB
GUT_GENOME147598_04545	uxuA_2	Mannonate dehydratase
GUT_GENOME147598_04546	rspB	Starvation-sensing protein RspB
GUT_GENOME147598_04547	exuT_4	Hexuronate transporter
GUT_GENOME147598_04548	NA	hypothetical protein
GUT_GENOME147598_04549	gltB	Glutamate synthase [NADPH] large chain
GUT_GENOME147598_04550	gltD	Glutamate synthase [NADPH] small chain
GUT_GENOME147598_04551	nanE	Putative N-acetylmannosamine-6-phosphate 2-epimerase
GUT_GENOME147598_04552	sspB	Stringent starvation protein B
GUT_GENOME147598_04553	sspA	Stringent starvation protein A
GUT_GENOME147598_04554	rpsI	30S ribosomal protein S9
GUT_GENOME147598_04555	rplM	50S ribosomal protein L13
GUT_GENOME147598_04556	zapE_2	Cell division protein ZapE
GUT_GENOME147598_04557	yhcB	Inner membrane protein YhcB
GUT_GENOME147598_04558	degQ	Periplasmic pH-dependent serine endoprotease DegQ
GUT_GENOME147598_04559	degS	Serine endoprotease DegS
GUT_GENOME147598_04560	mdh_2	Malate dehydrogenase
GUT_GENOME147598_04561	argR	Arginine repressor
GUT_GENOME147598_04562	NA	hypothetical protein
GUT_GENOME147598_04563	NA	hypothetical protein
GUT_GENOME147598_04564	yhcO	putative protein YhcO
GUT_GENOME147598_04565	aaeB_2	p-hydroxybenzoic acid efflux pump subunit AaeB
GUT_GENOME147598_04566	aaeA_2	p-hydroxybenzoic acid efflux pump subunit AaeA
GUT_GENOME147598_04567	aaeX	Protein AaeX
GUT_GENOME147598_04568	dmlR_19	HTH-type transcriptional regulator DmlR
GUT_GENOME147598_04569	tldD	Metalloprotease TldD
GUT_GENOME147598_04570	NA	hypothetical protein
GUT_GENOME147598_04571	rng	Ribonuclease G
GUT_GENOME147598_04572	yhdE	Maf-like protein YhdE
GUT_GENOME147598_04573	mreD	Rod shape-determining protein MreD
GUT_GENOME147598_04574	mreC	Cell shape-determining protein MreC
GUT_GENOME147598_04575	mreB	Rod shape-determining protein MreB
GUT_GENOME147598_04576	csrD	RNase E specificity factor CsrD
GUT_GENOME147598_04577	msrP	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
GUT_GENOME147598_04578	msrQ	Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
GUT_GENOME147598_04579	aroQ	3-dehydroquinate dehydratase
GUT_GENOME147598_04580	accB	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
GUT_GENOME147598_04581	accC	Biotin carboxylase
GUT_GENOME147598_04582	yhdT	putative membrane protein YhdT
GUT_GENOME147598_04583	panF	Sodium/pantothenate symporter
GUT_GENOME147598_04584	prmA	Ribosomal protein L11 methyltransferase
GUT_GENOME147598_04585	dus	putative tRNA-dihydrouridine synthase
GUT_GENOME147598_04586	fis	DNA-binding protein Fis
GUT_GENOME147598_04587	NA	hypothetical protein
GUT_GENOME147598_04588	NA	hypothetical protein
GUT_GENOME147598_04589	NA	hypothetical protein
GUT_GENOME147598_04590	NA	hypothetical protein
GUT_GENOME147598_04591	NA	hypothetical protein
GUT_GENOME147598_04592	NA	hypothetical protein
GUT_GENOME147598_04593	NA	hypothetical protein
GUT_GENOME147598_04594	NA	hypothetical protein
GUT_GENOME147598_04595	NA	hypothetical protein
GUT_GENOME147598_04596	NA	hypothetical protein
GUT_GENOME147598_04597	NA	hypothetical protein
GUT_GENOME147598_04598	NA	hypothetical protein
GUT_GENOME147598_04599	NA	IS5 family transposase ISKpn26
GUT_GENOME147598_04600	NA	hypothetical protein
GUT_GENOME147598_04601	NA	hypothetical protein
GUT_GENOME147598_04602	NA	hypothetical protein
GUT_GENOME147598_04603	NA	hypothetical protein
GUT_GENOME147598_04604	NA	hypothetical protein
GUT_GENOME147598_04605	NA	hypothetical protein
GUT_GENOME147598_04606	NA	hypothetical protein
